"","Marca Confiable","Marca innovadora","Marca que endulza mejor","Marca con amplia trayectoria","Marca Experta","Es la marca que me ofrece mejor relación costo /beneficio","Marca Cercana","Es la Marca líder en el mercado","Marca Lejana","Marca Nueva","Es una marca reconocida","Es una marca de excelente calidad /pureza","Es una marca saludable","Es una marca que no se encuentra fácil en supermercados","Es sostenible con el medio ambiente","Es la más dulce","Es una marca costosa","Es la marca más procesada","Es la más natural","Es una marca económica","Es orgánica","Se disuelve fácil","Es una marca con producto de fácil disolución","Es la marca que no modifica el sabor de las comidas","Es la marca que no modifica el color de las comidas"
"579","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Providencia","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Incauca","Riopaila","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"580","Manuelita","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca"
"581","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Manuelita","Providencia","Providencia","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca"
"582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","Incauca","Incauca","Incauca","Manuelita","Manuelita","Incauca","Incauca","Manuelita","Providencia","Providencia","Manuelita","Manuelita","Incauca","Riopaila","Incauca","Manuelita","Manuelita","Manuelita","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca"
"584","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Riopaila","Riopaila","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Riopaila","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"585","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","Providencia","Incauca","Providencia","Incauca","Riopaila","Providencia","Providencia","Providencia",NA,"Manuelita","Providencia","Providencia","Providencia","Incauca","Providencia","Providencia","Incauca","Manuelita","Providencia","Providencia","Providencia","Providencia","Providencia","Riopaila","Manuelita"
"587","Providencia","Manuelita","Manuelita","Riopaila","Riopaila","Incauca","Riopaila","Manuelita","Manuelita","Providencia","Providencia","Manuelita","Manuelita","Manuelita","Incauca","Incauca","Providencia","Riopaila","Riopaila","Riopaila","Incauca","Incauca","Manuelita","Incauca","Incauca"
"588","Manuelita","Riopaila","Incauca","Manuelita","Manuelita","Riopaila","Manuelita","Incauca","Manuelita","Incauca","Providencia","Incauca","Manuelita","Incauca","Incauca","Manuelita","Incauca","Riopaila","Providencia","Riopaila","Riopaila","Manuelita","Providencia","Manuelita","Manuelita"
"589","Providencia","Providencia","Providencia","Manuelita","Manuelita","Providencia","Providencia","Manuelita","Riopaila","Providencia","Manuelita","Providencia","Providencia","Providencia","Providencia","Providencia","Incauca","Riopaila","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia"
"590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Riopaila","Providencia","Providencia","Providencia","Providencia","Riopaila","Providencia","Providencia","Manuelita","Incauca","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia"
"594","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Providencia","Providencia","Manuelita","Incauca","Riopaila","Manuelita","Providencia","Manuelita","Incauca","Manuelita","Riopaila","Manuelita","Incauca","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia"
"595","Incauca","Manuelita","Riopaila","Providencia","Incauca","Incauca","Providencia","Incauca","Riopaila","Riopaila","Incauca","Manuelita","Providencia","Riopaila","Incauca","Incauca","Riopaila","Manuelita","Providencia","Providencia","Providencia","Providencia","Incauca","Manuelita","Providencia"
"596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","Incauca","Manuelita","Manuelita","Manuelita","Incauca","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Manuelita","Riopaila","Providencia","Incauca","Manuelita","Riopaila","Riopaila","Manuelita","Manuelita","Riopaila","Manuelita","Providencia","Riopaila"
"598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Providencia","Providencia","Manuelita","Incauca","Incauca","Providencia","Incauca","Riopaila","Manuelita","Riopaila",NA,"Providencia","Incauca","Incauca","Incauca","Incauca","Incauca"
"600","Riopaila","Riopaila","Riopaila","Riopaila","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"601","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Providencia","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila",NA,"Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila"
"602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Providencia","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Riopaila","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"604","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Riopaila","Providencia","Incauca","Manuelita","Manuelita","Riopaila","Incauca","Incauca","Providencia","Manuelita","Incauca","Incauca","Incauca","Manuelita","Manuelita","Manuelita","Manuelita"
"605","Incauca","Manuelita","Incauca","Manuelita","Incauca","Riopaila","Incauca","Manuelita","Providencia","Manuelita","Riopaila","Incauca","Manuelita","Providencia","Manuelita","Incauca","Incauca","Incauca",NA,"Manuelita","Manuelita","Incauca","Incauca","Riopaila","Incauca"
"606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","Incauca","Manuelita","Incauca","Manuelita","Riopaila","Incauca","Manuelita","Manuelita","Providencia","Providencia","Manuelita","Manuelita","Incauca","Providencia","Incauca","Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Providencia","Incauca","Manuelita","Providencia","Manuelita"
"610","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Riopaila","Incauca","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Riopaila","Riopaila","Manuelita","Manuelita","Incauca","Manuelita","Manuelita","Manuelita","Manuelita"
"611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca"
"613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Providencia","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Riopaila","Riopaila","Manuelita","Incauca","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"615","Incauca","Providencia","Providencia","Incauca","Incauca","Providencia","Incauca","Incauca","Riopaila","Providencia","Incauca","Incauca","Incauca","Providencia","Providencia","Incauca","Incauca","Riopaila","Providencia","Riopaila","Providencia","Incauca","Incauca","Incauca","Providencia"
"616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia"
"619","Providencia","Providencia","Providencia","Manuelita","Providencia","Providencia","Providencia","Providencia","Incauca","Incauca","Providencia","Providencia","Providencia","Incauca","Providencia","Manuelita","Riopaila","Manuelita","Providencia","Incauca","Providencia","Providencia","Providencia","Providencia","Providencia"
"620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca"
"624",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","Riopaila","Providencia","Incauca","Manuelita","Riopaila","Incauca","Incauca","Riopaila","Riopaila","Providencia","Manuelita","Riopaila","Providencia","Incauca","Providencia","Riopaila","Riopaila","Manuelita","Providencia","Incauca","Providencia","Manuelita","Manuelita","Manuelita","Manuelita"
"626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","Incauca","Manuelita","Manuelita","Incauca","Riopaila","Manuelita","Incauca","Incauca","Riopaila","Riopaila","Manuelita","Manuelita","Manuelita","Riopaila","Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Riopaila","Manuelita",NA,"Manuelita","Incauca","Incauca"
"628","Manuelita",NA,"Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Providencia","Manuelita",NA,"Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Incauca","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"629","Providencia","Providencia","Providencia","Manuelita","Manuelita","Providencia","Providencia","Manuelita","Incauca","Incauca","Providencia","Providencia","Providencia","Riopaila","Providencia","Providencia","Riopaila","Riopaila","Providencia","Incauca","Providencia","Providencia","Providencia","Providencia","Providencia"
"630","Manuelita",NA,"Manuelita",NA,"Manuelita","Manuelita","Manuelita","Manuelita",NA,"Providencia","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"631","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Providencia","Riopaila","Providencia","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila"
"632",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Incauca","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Incauca","Incauca","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"634","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Providencia","Providencia","Incauca","Incauca","Incauca","Manuelita","Incauca","Manuelita","Riopaila","Riopaila","Incauca","Manuelita","Incauca","Incauca","Incauca","Incauca","Incauca"
"635","Manuelita","Incauca","Manuelita","Riopaila","Riopaila","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Incauca","Incauca","Incauca","Manuelita","Manuelita","Manuelita","Incauca"
"636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Providencia","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila"
"638","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca"
"639","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Providencia","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Providencia","Providencia","Manuelita","Providencia","Riopaila","Manuelita","Manuelita","Manuelita","Manuelita"
"640","Incauca","Providencia","Incauca","Providencia","Providencia","Incauca","Incauca","Incauca","Riopaila","Providencia","Incauca","Incauca","Incauca","Riopaila","Incauca","Incauca","Providencia","Riopaila","Providencia","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca"
"641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","Manuelita","Manuelita","Manuelita","Incauca","Incauca","Manuelita","Incauca","Incauca","Riopaila","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Incauca","Incauca","Incauca","Manuelita","Riopaila","Riopaila","Manuelita","Incauca","Manuelita","Manuelita"
"644","Manuelita","Manuelita","Providencia","Incauca","Providencia","Riopaila","Riopaila","Incauca","Incauca","Manuelita","Providencia","Providencia","Riopaila","Providencia","Riopaila","Incauca","Manuelita","Providencia","Manuelita","Riopaila","Riopaila","Providencia","Manuelita","Incauca","Incauca"
"645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","Providencia","Providencia","Manuelita","Providencia",NA,"Providencia","Providencia","Providencia","Incauca","Riopaila","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Incauca","Riopaila","Providencia","Providencia","Providencia","Manuelita","Providencia","Providencia","Providencia"
"648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","Riopaila","Manuelita","Riopaila","Manuelita","Riopaila","Riopaila","Manuelita","Riopaila","Incauca","Providencia","Manuelita","Riopaila","Riopaila","Riopaila","Manuelita","Riopaila","Providencia","Incauca","Riopaila","Riopaila","Manuelita","Riopaila","Riopaila","Riopaila","Riopaila"
"650","Providencia","Providencia","Providencia","Manuelita","Incauca","Manuelita","Riopaila","Incauca","Providencia","Incauca","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Incauca","Manuelita","Incauca","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Manuelita"
"651","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Manuelita","Riopaila","Incauca","Incauca","Incauca","Providencia","Incauca","Incauca","Riopaila","Riopaila","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca"
"652","Manuelita","Incauca","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Providencia","Providencia","Manuelita","Manuelita",NA,"Manuelita","Manuelita","Riopaila","Providencia","Providencia","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"653","Incauca","Incauca","Manuelita","Incauca","Incauca","Manuelita","Incauca","Incauca","Manuelita","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Riopaila","Incauca","Incauca","Incauca","Manuelita","Manuelita","Incauca","Manuelita","Manuelita","Incauca"
"654","Riopaila","Manuelita","Manuelita","Providencia","Incauca","Incauca","Manuelita","Riopaila","Providencia","Incauca","Providencia","Providencia","Riopaila","Riopaila","Manuelita",NA,"Incauca","Providencia","Manuelita",NA,"Providencia","Providencia","Incauca","Riopaila","Providencia"
"655","Incauca","Incauca","Incauca","Manuelita","Incauca","Incauca","Manuelita","Incauca","Riopaila","Providencia","Manuelita","Incauca","Incauca","Providencia","Incauca","Incauca","Incauca","Riopaila","Incauca","Manuelita","Incauca","Incauca","Incauca","Incauca","Incauca"
"656","Incauca","Incauca","Incauca","Manuelita","Incauca","Incauca","Incauca","Incauca","Providencia","Providencia","Incauca","Incauca","Riopaila","Providencia","Incauca","Incauca","Riopaila","Manuelita","Incauca","Providencia","Incauca","Incauca","Incauca","Incauca","Manuelita"
"657","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Incauca","Providencia","Manuelita","Manuelita","Manuelita","Incauca","Manuelita","Riopaila","Manuelita","Providencia","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Manuelita","Riopaila"
"658","Manuelita","Incauca","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Incauca",NA,"Providencia","Incauca","Manuelita","Manuelita","Providencia","Manuelita","Incauca","Riopaila","Incauca","Manuelita","Incauca","Providencia","Incauca","Incauca","Manuelita","Incauca"
"659","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila"
"660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Manuelita","Incauca","Manuelita","Manuelita","Riopaila","Manuelita","Incauca","Manuelita","Providencia","Providencia","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Riopaila","Manuelita","Manuelita","Incauca","Providencia","Incauca","Manuelita","Manuelita","Manuelita"
"662","Incauca","Manuelita","Incauca","Providencia","Riopaila","Manuelita","Incauca","Incauca","Providencia","Manuelita","Riopaila","Manuelita","Incauca","Providencia","Manuelita","Incauca","Providencia","Incauca","Riopaila","Providencia","Manuelita","Incauca","Providencia","Providencia","Incauca"
"663",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","Providencia","Manuelita","Riopaila","Riopaila","Manuelita","Incauca","Riopaila","Manuelita","Providencia","Providencia","Riopaila","Manuelita","Riopaila","Manuelita","Riopaila","Manuelita","Manuelita","Incauca","Riopaila","Manuelita","Incauca","Riopaila","Riopaila","Manuelita","Manuelita"
"665","Providencia","Providencia","Manuelita","Incauca",NA,"Incauca","Providencia","Providencia","Riopaila","Riopaila","Providencia","Providencia","Providencia","Providencia","Providencia","Riopaila","Providencia","Providencia","Manuelita","Incauca","Providencia","Incauca","Incauca","Incauca","Incauca"
"666","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Riopaila","Providencia","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Incauca","Riopaila","Manuelita","Providencia","Incauca","Manuelita","Manuelita","Manuelita","Manuelita"
"667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Riopaila","Incauca","Incauca","Incauca","Riopaila","Incauca","Incauca","Incauca","Providencia","Providencia","Incauca","Manuelita","Incauca","Incauca","Incauca","Incauca","Incauca"
"669","Riopaila","Riopaila","Riopaila","Incauca","Riopaila","Riopaila","Riopaila","Riopaila","Incauca","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila",NA,"Incauca","Incauca",NA,"Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila"
"670","Providencia","Manuelita","Manuelita","Incauca","Incauca","Manuelita","Providencia","Incauca","Manuelita","Incauca","Providencia","Manuelita","Incauca","Riopaila","Incauca","Manuelita","Manuelita","Manuelita","Incauca","Manuelita","Manuelita","Providencia","Manuelita","Incauca","Providencia"
"671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"674","Incauca","Providencia","Incauca","Manuelita","Incauca",NA,"Providencia","Manuelita",NA,"Manuelita","Incauca","Providencia","Riopaila","Providencia","Providencia","Providencia","Incauca",NA,NA,NA,"Riopaila","Incauca","Manuelita","Providencia","Incauca"
"675","Riopaila","Riopaila","Riopaila","Manuelita","Incauca","Riopaila","Riopaila","Riopaila","Providencia","Providencia","Incauca","Manuelita","Incauca","Providencia","Riopaila","Manuelita","Incauca","Incauca","Manuelita","Riopaila","Manuelita","Riopaila","Riopaila","Riopaila","Riopaila"
"676","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Manuelita","Manuelita","Incauca","Incauca","Manuelita","Incauca","Incauca","Incauca","Manuelita","Incauca","Incauca","Incauca","Incauca","Manuelita","Manuelita"
"677","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca"
"678","Riopaila","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Providencia","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Incauca","Providencia","Manuelita","Manuelita","Incauca","Providencia","Providencia","Manuelita","Manuelita","Manuelita"
"679","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"680","Riopaila","Providencia","Manuelita","Providencia","Incauca","Riopaila","Riopaila","Riopaila","Providencia","Incauca","Riopaila","Manuelita","Riopaila","Manuelita","Riopaila","Riopaila","Incauca","Providencia","Incauca","Riopaila","Providencia","Manuelita","Manuelita","Providencia","Providencia"
"681","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca"
"682","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Incauca","Manuelita","Manuelita","Manuelita","Incauca","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Manuelita"
"683","Manuelita",NA,"Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Riopaila","Manuelita","Manuelita","Incauca","Riopaila","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Riopaila","Manuelita","Manuelita","Manuelita","Incauca","Manuelita"
"684","Riopaila","Incauca","Providencia","Incauca","Riopaila","Providencia","Manuelita","Riopaila","Incauca","Providencia","Manuelita","Riopaila","Providencia","Providencia","Incauca","Providencia","Incauca","Manuelita","Providencia","Providencia","Providencia","Incauca","Incauca","Providencia","Manuelita"
"685","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Riopaila","Riopaila","Manuelita","Manuelita","Manuelita","Riopaila","Manuelita","Manuelita","Incauca","Riopaila","Manuelita","Manuelita","Providencia",NA,"Manuelita","Manuelita","Manuelita"
"686","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"687","Riopaila","Manuelita","Incauca","Riopaila","Riopaila","Manuelita","Manuelita","Riopaila",NA,"Providencia","Riopaila","Manuelita","Manuelita","Providencia","Riopaila","Manuelita","Providencia","Riopaila","Manuelita","Riopaila","Incauca","Providencia","Riopaila","Manuelita","Riopaila"
"688","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca"
"689","Providencia","Incauca","Manuelita","Riopaila","Providencia","Manuelita","Providencia","Incauca","Manuelita","Providencia","Providencia","Providencia","Providencia","Riopaila","Riopaila","Providencia","Incauca","Manuelita","Providencia","Providencia","Manuelita","Providencia","Providencia","Providencia","Providencia"
